Incertae sedis	0,5951	0,7857
Politburo	0,5928	0,4048
Environmental health	0,5911	0,7857
Grammatical person	0,5908	0,7143
Brahmin	0,5899	0,4286
Medical cannabis	0,5869	0,1190
Axis powers	0,5858	0,4048
Noun	0,5850	0,7143
Slang	0,5840	0,6905
Early modern period	0,5826	0,7619
Liberal arts college	0,5825	0,2381
Experiment	0,5825	0,5238
Anno Domini	0,5818	0,8571
De jure	0,5817	0,7619
Citizenship	0,5799	0,8095
Millennium Development Goals	0,5789	0,5714
Morganatic marriage	0,5787	0,6429
Grammatical case	0,5783	0,8571
Boycott	0,5757	0,7857
Coming of age	0,5735	0,9286
Dark matter	0,5724	0,6667
Irish Republican Army	0,5679	0,2143
Encyclical	0,5663	0,3810
London Missionary Society	0,5653	0,3095
First Cameron ministry	0,5651	0,2143
State school	0,5646	0,2381
First language	0,5642	0,6905
Pali	0,5621	0,2143
Foster care	0,5619	0,7381
Internally displaced person	0,5605	0,5000
Tobacco smoking	0,5575	0,3333
English Civil War	0,5555	0,4286
Embryonic stem cell	0,5539	0,1190
Religious studies	0,5511	0,8333
American literature	0,5479	0,4524
French Third Republic	0,5471	0,3333
Shooting	0,5423	0,1190
Machine learning	0,5376	0,8571
Midwife	0,5376	0,3095
Natural environment	0,5360	0,6667
Vernacular architecture	0,5356	0,4286
Immune system	0,5344	0,4524
Big Bang	0,5339	0,7381
Anthropologist	0,5312	0,2143
Articles of Confederation	0,5304	0,2857
Russian literature	0,5301	0,4286
Leprosy	0,5301	0,2381
Ornithology	0,5299	0,8333
Good Friday Agreement	0,5295	0,3571
Selective breeding	0,5289	0,5476
Chinese martial arts	0,5287	0,4286
Indian National Congress	0,5263	0,2857
Sicilian Mafia	0,5258	0,3095
Organ transplantation	0,5233	0,3571
Hagiography	0,5216	0,5476
Human Rights Campaign	0,5216	0,1905
Mnemonic	0,5215	0,7381
Master of Divinity	0,5143	0,6190
Euclidean space	0,5132	0,6429
Nacionalista Party	0,5117	0,1905
Fraternities and sororities	0,5112	0,4048
African National Congress	0,5104	0,2619
Fly fishing	0,5088	0,5714
House of Saud	0,5085	0,3333
House of Bourbon	0,5073	0,3095
Fall of Saigon	0,5071	0,6190
Central Intelligence Agency	0,5070	0,2619
Computer security	0,5070	0,6667
Purgatory	0,5034	0,9524
Sanskrit	0,5033	0,3810
French colonial empire	0,5011	0,2857
Apparent magnitude	0,5002	0,7143
Shorthand	0,5002	0,5238
Foreign Affairs	0,4992	0,0952
Religious institute	0,4975	0,3095
Italian Social Republic	0,4970	0,3571
Angel	0,4966	0,9286
Madrasa	0,4963	0,1667
Ophthalmology	0,4953	0,7857
Intracerebral hemorrhage	0,4953	0,1190
Economies of scale	0,4949	0,7381
Particle physics	0,4945	0,8810
Magnet school	0,4942	0,3095
Commerce Clause	0,4934	0,5714
Consumer	0,4933	0,2857
Guelphs and Ghibellines	0,4911	0,2619
Interwar period	0,4906	0,6429
Condensed matter physics	0,4903	0,8095
Seismology	0,4896	0,5952
House of York	0,4869	0,4286
Han Chinese	0,4861	0,0952
Knights of Columbus	0,4857	0,1429
Bungalow	0,4843	0,0238
Legislation	0,4840	0,7143
Dermatology	0,4827	0,8333
Security hacker	0,4822	0,3095
Philology	0,4815	0,8095
Hostage	0,4796	0,1429
Sailor	0,4794	0,2143
Culture	0,4788	0,8810
Alcohol by volume	0,4778	0,5952
American Medical Association	0,4776	0,1905
Oncology	0,4763	0,7381
Atlantic slave trade	0,4753	0,5714
Developing country	0,4744	0,8333
American Civil War	0,4742	0,3571
Advanced Encryption Standard	0,4741	0,5476
Urban sprawl	0,4732	0,6429
Ecosystem	0,4721	0,6190
Data mining	0,4705	0,8095
Contract killing	0,4696	0,4762
Creole language	0,4688	0,2381
Professional boxing	0,4682	0,2857
Applied mathematics	0,4679	0,8810
Neurosurgery	0,4670	0,4762
Primary school	0,4650	0,2381
Joseon	0,4636	0,1667
Model United Nations	0,4627	0,3571
British royal family	0,4621	0,1429
Fish migration	0,4619	0,6429
Shogun	0,4615	0,3333
Human body	0,4609	0,0238
Cultural heritage	0,4607	0,8333
Louisiana State Legislature	0,4605	0,4286
Practical joke	0,4597	0,6905
Bachelor of Commerce	0,4595	0,5000
House of Romanov	0,4594	0,4048
Hematology	0,4591	0,6905
Massacre	0,4578	0,4762
Assault	0,4560	0,5952
Orient	0,4545	0,7619
Farmer	0,4545	0,0714
Veterinary physician	0,4537	0,2381
Bharatiya Janata Party	0,4523	0,1429
Myocardial infarction	0,4522	0,2143
Edema	0,4499	0,2857
Bird migration	0,4490	0,5476
Appendicitis	0,4485	0,2857
Genetically modified organism	0,4477	0,1905
Pulp magazine	0,4461	0,1905
History of China	0,4460	0,7857
Land patent	0,4456	0,6905
Black market	0,4455	0,7619
Graduate school	0,4452	0,4286
Godparent	0,4440	0,5000
Fairy	0,4436	0,5000
Cosmic ray	0,4430	0,4286
European Economic Community	0,4424	0,3333
Manslaughter	0,4424	0,4524
SAT	0,4421	0,3095
News agency	0,4405	0,2619
Shinto shrine	0,4405	0,0714
Nationalist Congress Party	0,4403	0,2857
Encryption	0,4401	0,8095
History of art	0,4397	0,8333
Local government	0,4393	0,4524
New media	0,4393	0,6190
The Nation	0,4381	0,0476
Neutrino	0,4375	0,3810
Orbital period	0,4372	0,6667
Amplitude	0,4372	0,7143
Customer relationship management	0,4352	0,5714
American Revolutionary War	0,4350	0,5000
Member of Congress	0,4347	0,1667
Synchronised swimming	0,4334	0,2381
Fishery	0,4322	0,2143
New Model Army	0,4313	0,3333
Finite element method	0,4305	0,8571
Aramaic language	0,4304	0,2619
Krautrock	0,4295	0,3095
Early Middle Ages	0,4290	0,7143
Organic food	0,4266	0,2143
Narrative thread	0,4257	0,8810
Heian period	0,4255	0,7619
Sui dynasty	0,4250	0,4048
First French Empire	0,4219	0,3571
Model organism	0,4215	0,4524
Logistics	0,4209	0,8095
Geomorphology	0,4194	0,8810
Barbary pirates	0,4194	0,1190
Head of state	0,4192	0,3333
Magna Carta	0,4192	0,1667
Bacteria	0,4191	0,1905
Carnation Revolution	0,4181	0,3810
Class action	0,4175	0,4762
Politico	0,4171	0,2381
Holy See	0,4157	0,4048
German literature	0,4155	0,5476
High Middle Ages	0,4155	0,7619
Meteorology	0,4143	0,7619
Computer science	0,4143	0,8095
Software engineering	0,4123	0,8095
Noh	0,4106	0,4048
Invention	0,4088	0,7143
Nuclear weapons testing	0,4085	0,3095
Ranch	0,4085	0,0238
Numismatics	0,4067	0,7143
Natural satellite	0,4066	0,1429
Aerospace	0,4065	0,7619
Calorie	0,4062	0,7619
Hominidae	0,4041	0,1667
National Honor Society	0,4039	0,2857
Coronation	0,4038	0,4286
Robotics	0,4034	0,6429
Simulation	0,4025	0,6190
Mutiny	0,4025	0,7381
Cheerleading	0,4021	0,4286
State ownership	0,4012	0,9286
House of Burgesses	0,4005	0,4048
Canons Regular	0,3998	0,2619
Exoplanet	0,3998	0,1905
Cricket	0,3996	0,2381
Education in Switzerland	0,3996	0,6905
Democratic National Committee	0,3988	0,2857
Christian music	0,3986	0,3333
Glam rock	0,3980	0,4762
Professional association	0,3976	0,3810
Reconquista	0,3971	0,6429
Sibling	0,3962	0,2857
Daylight saving time	0,3958	0,8095
Planet	0,3941	0,0952
Star system	0,3926	0,3571
Council of Europe	0,3922	0,1905
Drug Enforcement Administration	0,3917	0,2143
Cuneiform script	0,3914	0,3571
Kidney	0,3913	0,0238
Human eye	0,3888	0,0000
Nomen dubium	0,3878	0,8095
Oral history	0,3864	0,6667
Parole	0,3854	0,7619
Church of Norway	0,3847	0,4286
Diffusion	0,3838	0,4048
Physicist	0,3837	0,1905
Grazing	0,3835	0,4048
Special Olympics	0,3832	0,2381
Apsis	0,3820	0,6667
Outer space	0,3810	0,4524
Important Bird Area	0,3810	0,4524
New wave music	0,3807	0,4762
Ottoman Turkish language	0,3801	0,3095
Embryo	0,3795	0,1190
Plankton	0,3790	0,0476
Governor of Texas	0,3788	0,1429
Air pollution	0,3785	0,4048
Breed registry	0,3782	0,2619
Distilled beverage	0,3746	0,0952
Melody	0,3745	0,2381
Cuban Missile Crisis	0,3736	0,5714
American Cancer Society	0,3735	0,2381
Chamber of commerce	0,3729	0,4762
Almshouse	0,3727	0,1905
Prefrontal cortex	0,3723	0,0952
Federal Election Commission	0,3718	0,1905
Norse mythology	0,3713	0,8810
Ivy League	0,3704	0,3571
Navigation	0,3669	0,7143
Skateboarding	0,3669	0,3810
Contemporary Christian music	0,3665	0,3810
Foreign exchange market	0,3650	0,4048
Anticonvulsant	0,3615	0,3571
Great Northern War	0,3591	0,2857
Internal Revenue Code	0,3582	0,4524
The Lancet	0,3579	0,0476
Dielectric	0,3578	0,3810
Desert Island Discs	0,3576	0,1667
Internal Revenue Service	0,3561	0,2619
Influenza	0,3549	0,3095
Group of Eight	0,3541	0,2381
Trip hop	0,3540	0,4048
Prime minister	0,3535	0,3333
GAA Interprovincial Championship	0,3531	0,1905
Cerebrospinal fluid	0,3518	0,0714
Filipino language	0,3512	0,2143
Indian Police Service	0,3504	0,0952
British Hong Kong	0,3503	0,5000
Mosque	0,3503	0,0238
Sniper	0,3486	0,1429
Teaching hospital	0,3474	0,2143
Nationalization	0,3470	0,9286
Academic term	0,3462	0,6429
Confederate States Army	0,3459	0,2143
Anthology	0,3456	0,3571
Materials science	0,3448	0,8333
Incense	0,3446	0,0000
Organic chemistry	0,3440	0,5952
Capitol Hill	0,3433	0,0238
Software development	0,3419	0,7857
Lichen	0,3409	0,0476
Colubridae	0,3407	0,1190
Slavic languages	0,3400	0,2619
Ancient Rome	0,3396	0,2619
Operation Enduring Freedom	0,3395	0,5952
Maryland General Assembly	0,3392	0,1190
Kingdom of Italy	0,3392	0,3095
Kelvin	0,3385	0,7143
Cistercians	0,3376	0,3095
Digital data	0,3371	0,6190
Puppet	0,3363	0,0000
Celsius	0,3358	0,6429
Carthusians	0,3356	0,2857
Construction	0,3355	0,2857
Musical notation	0,3345	0,5238
Organelle	0,3345	0,1667
Magistrate	0,3343	0,2619
Nucleic acid sequence	0,3335	0,5000
Doctor of Divinity	0,3325	0,6905
Post office	0,3285	0,0000
Carpentry	0,3284	0,5000
Queen consort	0,3284	0,3095
Reuters	0,3280	0,2619
Master of Philosophy	0,3280	0,5714
Blood plasma	0,3275	0,1190
License	0,3272	0,5952
Civil parish	0,3263	0,3333
London County Council	0,3259	0,2619
Al Jazeera	0,3250	0,1667
Lombards	0,3247	0,3095
Old World	0,3246	0,5476
Gamelan	0,3242	0,3571
Oregon State Senate	0,3235	0,0714
Musicology	0,3225	0,7857
Apartment	0,3222	0,0714
American Red Cross	0,3221	0,1905
Military engineering	0,3218	0,5952
Lecturer	0,3210	0,1905
Bachelor of Arts	0,3208	0,5238
Dairy	0,3207	0,2143
Australian Defence Force	0,3198	0,1429
Moscow Kremlin	0,3194	0,0238
Suffragan bishop	0,3190	0,2381
Large Hadron Collider	0,3187	0,0000
Franks	0,3185	0,3333
Greek alphabet	0,3185	0,3333
Poaching	0,3180	0,5714
Koku	0,3178	0,8333
Strategic bombing	0,3177	0,5714
Bantu languages	0,3172	0,2381
General authority	0,3141	0,5714
Doom metal	0,3108	0,4762
Explosion	0,3100	0,2143
Papal consistory	0,3096	0,3571
Curling	0,3084	0,1190
Visual cortex	0,3072	0,1667
Klondike Gold Rush	0,3071	0,5952
American Philosophical Society	0,3067	0,2143
Enclave and exclave	0,3066	0,3810
Congress of Vienna	0,3063	0,4762
Matter of Britain	0,3055	0,4286
Glossary of chess	0,3042	0,4762
Ptolemy	0,3041	0,1429
Metropolitan bishop	0,3032	0,3333
Electronic dance music	0,3030	0,4286
Molecular phylogenetics	0,3026	0,6429
Indian reservation	0,3026	0,1667
Germination	0,3021	0,6905
Mergers and acquisitions	0,3018	0,6667
Battle	0,3018	0,3810
Breed	0,3012	0,5476
Tamil language	0,3001	0,3333
The Guardian	0,2998	0,0714
Persian language	0,2997	0,2619
Saturn	0,2996	0,0714
Master of ceremonies	0,2991	0,2381
Ape	0,2985	0,0714
Mitochondrion	0,2984	0,0714
Radiocarbon dating	0,2977	0,5952
National Audubon Society	0,2960	0,2857
Center of mass	0,2949	0,6905
Governor of California	0,2926	0,2381
Crowdfunding	0,2916	0,7619
Contemporary classical music	0,2914	0,5238
Civilian Conservation Corps	0,2910	0,4286
European Central Bank	0,2908	0,1905
CBS News	0,2906	0,3810
Carnatic music	0,2901	0,3810
Human Development Index	0,2900	0,7381
Oregon Legislative Assembly	0,2899	0,3333
Government Accountability Office	0,2893	0,1905
Extreme metal	0,2891	0,5714
Medical evacuation	0,2890	0,5952
Story arc	0,2884	0,7143
First Bulgarian Empire	0,2878	0,4048
Neutron	0,2874	0,3333
Archive	0,2872	0,3571
Domain Name System	0,2871	0,7143
Morse code	0,2864	0,5238
Festival	0,2857	0,3095
Earth Day	0,2856	0,6667
Goguryeo	0,2855	0,2857
Circuit court	0,2845	0,5952
Odia language	0,2845	0,3095
Babylonia	0,2844	0,3571
Geographic information system	0,2835	0,4048
Welsh Government	0,2834	0,1429
Blood vessel	0,2831	0,0000
Space station	0,2830	0,0238
Ascension of Jesus	0,2830	0,7381
Dominican Order	0,2827	0,2857
Viral video	0,2825	0,4524
Musician	0,2819	0,2619
B cell	0,2813	0,0714
Ab urbe condita	0,2806	0,8810
Firearm	0,2804	0,0000
Soft drink	0,2792	0,0000
Scotland Yard	0,2789	0,1190
Greyhound racing	0,2789	0,1667
Manhattan Project	0,2788	0,3810
General contractor	0,2782	0,2381
Cerebellum	0,2753	0,0952
Pentecost	0,2753	0,6429
Ski	0,2748	0,0714
Plumage	0,2748	0,0476
Rama	0,2747	0,6429
Assizes	0,2737	0,5714
Sedimentary rock	0,2725	0,0238
Easy listening	0,2718	0,5000
Low German	0,2709	0,2381
Landslide	0,2705	0,0238
Down Beat	0,2685	0,0714
Gospel of John	0,2684	0,4286
Intercontinental ballistic missile	0,2680	0,1429
Anxiolytic	0,2674	0,4524
Continental climate	0,2658	0,7143
Detroit Free Press	0,2655	0,0714
Congressional Research Service	0,2653	0,1905
Massachusetts Bay Colony	0,2653	0,2143
Hypha	0,2637	0,0952
Middleweight	0,2636	0,5476
Freshman	0,2636	0,3571
ESports	0,2635	0,4286
Sensu	0,2620	0,9048
Nine News	0,2617	0,1429
Mansion	0,2614	0,0000
Halloween	0,2612	0,6667
Kilobyte	0,2612	0,7619
Major League Baseball	0,2606	0,1905
Roman legion	0,2593	0,3095
Court of Session	0,2582	0,2143
Trance music	0,2576	0,4048
Cartilage	0,2573	0,0238
The Pentagon	0,2573	0,0476
Crop	0,2572	0,2381
Operation Barbarossa	0,2567	0,3333
Hip hop music	0,2565	0,2857
American Chemical Society	0,2564	0,3810
Invasion of Yugoslavia	0,2549	0,3571
Lawrence of Rome	0,2549	0,0952
British Classic Races	0,2548	0,1429
Incandescent light bulb	0,2546	0,0000
Canadian Broadcasting Corporation	0,2539	0,1190
Intron	0,2527	0,4048
Little League Baseball	0,2525	0,2857
All Things Considered	0,2523	0,3095
Fall of Constantinople	0,2523	0,3810
Larry King Live	0,2523	0,1190
Temperate climate	0,2514	0,5238
Biome	0,2514	0,4286
Digital rights management	0,2508	0,6905
Cardiac muscle	0,2505	0,0476
Prior	0,2498	0,6905
Letter of marque	0,2495	0,3333
Inorganic compound	0,2492	0,2619
Embroidery	0,2486	0,1190
Nuclear Regulatory Commission	0,2478	0,4048
Fodder	0,2476	0,1429
Canadian Armed Forces	0,2476	0,1429
Close air support	0,2472	0,3571
Calypso music	0,2470	0,3333
Christian cross variants	0,2461	0,2857
Swiss franc	0,2448	0,1667
Kingdom of Jerusalem	0,2447	0,3571
Panchayati raj	0,2446	0,6667
Ceramic	0,2443	0,0000
Broadcast syndication	0,2443	0,8571
Hanseatic League	0,2441	0,2381
Mouse	0,2419	0,0000
Count	0,2418	0,4524
Huns	0,2411	0,2619
Eel	0,2406	0,0238
Adult album alternative	0,2401	0,5714
Ska	0,2395	0,4286
Neurotransmitter	0,2386	0,1905
Free Software Foundation	0,2381	0,2381
Drowned in Sound	0,2378	0,3571
Cabinet Office	0,2378	0,2619
Gospel of Mark	0,2374	0,2143
Biblical manuscript	0,2370	0,0000
Diameter	0,2367	0,2619
Stainless steel	0,2366	0,0238
Hubble Space Telescope	0,2360	0,0000
National Historic Landmark	0,2358	0,4524
Chameleon	0,2357	0,0000
Porcelain	0,2345	0,0000
International Electrotechnical Commission	0,2341	0,1667
Memorandum of understanding	0,2328	0,5476
Bird	0,2327	0,0238
Factory	0,2325	0,0000
Federal Trade Commission	0,2316	0,2143
Optical fiber	0,2313	0,0714
Ore	0,2305	0,0714
Christmas	0,2303	0,6429
Minnesota Senate	0,2297	0,2143
Dancehall	0,2294	0,3333
Light infantry	0,2291	0,3095
Azerbaijani language	0,2289	0,2381
French Army	0,2285	0,1429
Nuclear power plant	0,2285	0,0238
Minor Planet Center	0,2280	0,2143
Demographics of India	0,2272	0,5000
Pearl	0,2272	0,0000
Glycoprotein	0,2263	0,1190
Hanja	0,2255	0,4524
Kingdom of Sardinia	0,2242	0,3333
Emeritus	0,2240	0,7619
Kingdom of Serbia	0,2237	0,3095
Terrestrial television	0,2225	0,5238
Electorate of Saxony	0,2224	0,2857
Bank of England	0,2220	0,2143
Norwegian language	0,2212	0,3571
Livery company	0,2203	0,1667
Internet protocol suite	0,2200	0,6429
Oxide	0,2200	0,3810
Budweiser	0,2198	0,1905
California State Legislature	0,2190	0,2619
Hangul	0,2187	0,2143
Bronze Age	0,2186	0,7857
Green algae	0,2178	0,0000
Doctor of Philosophy	0,2176	0,5000
Carriage	0,2171	0,0000
Camogie	0,2170	0,2619
Gunpowder	0,2167	0,0000
Plantation	0,2155	0,0000
Camino de Santiago	0,2148	0,2381
Naval rating	0,2140	0,4048
Small forward	0,2137	0,2143
Indus Valley Civilisation	0,2127	0,3571
Vacuum tube	0,2120	0,0238
Ramesses II	0,2115	0,1905
New York Constitution	0,2113	0,1905
Polish language	0,2112	0,4048
Monkey	0,2110	0,0238
Organist	0,2108	0,1429
Grizzly bear	0,2099	0,0000
Slot machine	0,2099	0,0000
CBC Radio One	0,2096	0,1429
Whitewater slalom	0,2096	0,3333
Canvas	0,2092	0,0000
Doge of Venice	0,2088	0,2619
Cytosol	0,2081	0,0714
Consequence of Sound	0,2078	0,1190
British Overseas Territories	0,2072	0,1905
Ice	0,2072	0,0000
Medal	0,2071	0,0238
Plant nursery	0,2070	0,0238
Holocene	0,2068	0,8095
International Astronomical Union	0,2066	0,2619
Hip hop production	0,2060	0,6667
Government of India	0,2054	0,2143
Water well	0,2053	0,0000
Playing card	0,2045	0,0000
Computer keyboard	0,2044	0,0000
Length between perpendiculars	0,2032	0,3571
Sound effect	0,2027	0,4048
Canada Council	0,2023	0,1667
Cue sports	0,2023	0,3333
Katholieke Universiteit Leuven	0,2020	0,0238
Horse markings	0,2003	0,1429
Graded stakes race	0,2002	0,3571
Carthage	0,2001	0,1905
Local education authority	0,1993	0,3333
Russian ruble	0,1990	0,2619
Dominion of India	0,1986	0,3095
Aligarh Muslim University	0,1983	0,0238
Flash memory	0,1981	0,6429
Internment	0,1977	0,5476
Toyota Center	0,1969	0,0000
Williams College	0,1964	0,0476
Mount Holyoke College	0,1962	0,0238
BBC Sport	0,1960	0,1667
Hussar	0,1959	0,1429
Chicken	0,1958	0,0000
Baritone	0,1957	0,2619
Alternating current	0,1952	0,6667
North West Company	0,1948	0,3333
Bengal tiger	0,1945	0,0000
British North America	0,1939	0,1905
Octave	0,1939	0,6429
BuzzFeed	0,1937	0,1905
Cinema of Italy	0,1937	0,5238
Hermitage Museum	0,1934	0,0476
Brass	0,1933	0,0000
Liner notes	0,1916	0,0000
National Hurling League	0,1914	0,2143
Crossbow	0,1912	0,0000
Bassline	0,1911	0,3095
Bow and arrow	0,1911	0,0476
Australian National University	0,1907	0,0476
Baylor University	0,1906	0,0476
Israeli Air Force	0,1904	0,1905
Multitrack recording	0,1904	0,3333
Cloud forest	0,1898	0,1905
International Cricket Council	0,1896	0,2381
Chancellor	0,1896	0,4048
Bagpipes	0,1891	0,0238
National Olympic Committee	0,1886	0,2381
HVAC	0,1886	0,6429
Hurling	0,1881	0,2143
Radio National	0,1877	0,1190
Supersonic speed	0,1873	0,6667
Mainframe computer	0,1868	0,0238
American Automobile Association	0,1866	0,2143
Super featherweight	0,1863	0,6905
Planetarium	0,1858	0,0238
Barracks	0,1852	0,0000
Ivory	0,1850	0,0000
Marie Claire	0,1849	0,0952
Clean and jerk	0,1848	0,4286
Hippopotamus	0,1846	0,0000
Louisiana Purchase Exposition	0,1834	0,1905
Ordnance Survey	0,1826	0,2143
Cinema of Germany	0,1821	0,3810
Philips Arena	0,1818	0,0000
Pepperdine University	0,1817	0,0476
Brake	0,1817	0,0714
Illinois State University	0,1817	0,0238
Dredging	0,1816	0,3095
General Post Office	0,1815	0,2381
Boston University	0,1807	0,0476
Hail	0,1793	0,0476
Iron ore	0,1783	0,0476
Direct current	0,1777	0,4762
Low Earth orbit	0,1766	0,5714
Polka	0,1761	0,3095
Air traffic control	0,1759	0,3333
Radula	0,1758	0,1429
Chief minister	0,1758	0,2619
Japanese yen	0,1755	0,1429
Admiral	0,1755	0,2381
International Space Station	0,1755	0,0238
FIFA	0,1753	0,1667
Belgian Congo	0,1751	0,1667
Global Positioning System	0,1749	0,5952
Card game	0,1744	0,2381
Paleogene	0,1732	0,8095
Colorado State University	0,1728	0,0238
Coat of arms	0,1727	0,0714
Oyster	0,1724	0,0000
American Wrestling Association	0,1720	0,2857
Kingdom of Hanover	0,1714	0,2619
California Historical Landmark	0,1709	0,3333
Digital camera	0,1709	0,0714
Order of Lenin	0,1707	0,3810
Doctor Who Magazine	0,1706	0,0476
Amateur Athletic Union	0,1699	0,1429
Wet season	0,1692	0,4762
Paper mill	0,1692	0,1190
Paint	0,1691	0,0000
Wesleyan University	0,1683	0,0714
Football Federation Australia	0,1682	0,1190
Perennial stream	0,1679	0,0714
Antique	0,1671	0,2619
Central Michigan University	0,1671	0,0714
Western Union	0,1670	0,2143
Cape Colony	0,1670	0,1667
Original equipment manufacturer	0,1668	0,4524
Seating capacity	0,1668	0,7857
Bradley Center	0,1667	0,0000
